INDEX,DATE,INDUTY_NM,BRTC_NM,SIGUNGU_NM,EMD,LA_DCMLPOINT_VALUE,LO_DCMLPOINT_VALUE,DIVISION
2677,20200526,한식,전북,고창군 심원면,도천리,35.431***,126.717***,0
2678,20200526,한식,경기,수원시 장안구,파장동,37.304***,126.997***,0
2679,20200526,한식,부산,사상구,주례2동,35.148***,129.011***,0
2680,20200526,한식,경기,고양시 덕양구,신원동,37.663***,126.891***,0
2681,20200526,한식,전북,전주시 덕진구,우아동3가,35.847***,127.156***,0
2682,20200526,한식,대전,중구,목동,36.347***,127.397***,0
2683,20200526,한식,충북,충주시 ,용산동,36.961***,127.942***,0
2684,20200526,한식,강원,원주시 문막읍,건등리,37.312***,127.818***,0
2685,20200526,한식,경북,구미시 ,송정동,36.118***,128.350***,0
2686,20200526,한식,경기,김포시 ,풍무동,37.596***,126.721***,0
2687,20200526,한식,광주,광산구,수완동,35.203***,126.837***,0
2688,20200526,한식,경기,성남시 수정구,태평동,37.441***,127.131***,0
2689,20200526,한식,충북,청주시 흥덕구,가경동,36.629***,127.434***,0
2690,20200526,한식,경기,파주시 ,금촌동,37.762***,126.774***,0
2691,20200526,한식,경남,진주시 ,상대동,35.184***,128.113***,0
2692,20200526,한식,서울,강남구,삼성동,37.512***,127.056***,0
2693,20200526,한식,충북,제천시 ,화산동,37.128***,128.206***,0
2694,20200526,한식,강원,원주시 ,무실동,37.332***,127.923***,0
2695,20200526,한식,경남,양산시 동면,석산리,35.314***,129.026***,0
2696,20200526,한식,부산,남구,용호1동,35.120***,129.111***,0
2697,20200526,한식,경남,거제시 ,고현동,34.881***,128.623***,0
2698,20200526,한식,대구,달성군 논공읍,북리,35.730***,128.445***,0
2699,20200526,한식,서울,은평구,응암동,37.600***,126.921***,0
2700,20200526,한식,전북,익산시 ,신용동,35.975***,126.955***,0
2701,20200526,한식,경기,의정부시 ,신곡1동,37.732***,127.054***,0
2702,20200526,한식,경기,남양주시 오남읍,오남리,37.694***,127.213***,0
2703,20200526,한식,경기,파주시 ,금촌동,37.762***,126.774***,0
2704,20200526,한식,경기,성남시 분당구,야탑1동,37.412***,127.132***,0
2705,20200526,한식부페,경기,화성시 향남읍,송곡리,37.127***,126.966***,0
2777,20200526,횟집,대전,중구,대흥동,36.325***,127.429***,0
2778,20200526,횟집,경남,하동군 금성면,갈사리,34.957***,127.780***,0
2779,20200526,횟집,부산,사하구,당리동,35.105***,128.970***,0
2780,20200526,횟집,전남,여수시 화양면,안포리,34.636***,127.627***,0
2781,20200526,횟집,경북,포항시 남구,마산리,36.016***,129.487***,0
2782,20200526,횟집,전북,전주시 완산구,평화동1가,35.796***,127.136***,0
2783,20200526,횟집,경기,화성시 서신면,제부리,37.161***,126.619***,0
2784,20200526,횟집,부산,사하구,장림동,35.074***,128.971***,0
2787,20200526,흑돼지,전남,구례군 마산면,마산리,35.229***,127.489***,0
2788,20200526,흑돼지,제주,서귀포시 ,회수동,33.251***,126.437***,0
2806,20200527,감자탕,전남,나주시 남평읍,남평리,35.046***,126.839***,0
2934,20200527,김밥,부산,해운대구,좌동,35.169***,129.176***,0
2939,20200527,낙지요리,경북,구미시 ,지산동,36.132***,128.339***,0
2954,20200527,냉면,대구,동구,방촌동,35.876***,128.670***,0
2989,20200527,닭발,대전,서구,갈마2동,36.344***,127.378***,0
2990,20200527,닭요리,충남,태안군 태안읍,남문리,36.749***,126.299***,0
2991,20200527,닭요리,전남,해남군 해남읍,남송리,34.552***,126.604***,0
2994,20200527,대구탕,부산,기장군 정관읍,매학리,35.320***,129.181***,0
3002,20200527,도시락,경기,광주시 곤지암읍,열미리,37.418***,127.256***,0
3008,20200527,돈가스,서울,마포구,성산동,37.560***,126.906***,0
3013,20200527,돼지갈비,경기,용인시 처인구,김량장동,37.235***,127.206***,0
3014,20200527,돼지갈비,경남,통영시 ,인평동,34.840***,128.398***,0
3015,20200527,돼지국밥,경남,양산시 물금읍,범어리,35.333***,129.008***,0
3016,20200527,돼지국밥,대구,남구,대명3동,35.853***,128.574***,0
3022,20200527,막국수,강원,춘천시 동면,감정리,37.897***,127.790***,0
3023,20200527,막국수,강원,원주시 ,학성동,37.354***,127.947***,0
3024,20200527,막창,경남,진주시 ,상평동,35.170***,128.110***,0
3093,20200527,버섯요리,충남,태안군 태안읍,동문리,36.742***,126.309***,0
3118,20200527,부대찌개,경기,구리시 ,수택동,37.598***,127.142***,0
3173,20200527,분식,광주,동구,충장로2가,35.147***,126.916***,0
3174,20200527,분식,충북,단양군 단성면,북상리,36.978***,128.358***,0
3175,20200527,분식,경기,고양시 덕양구,화정동,37.639***,126.833***,0
3178,20200527,불닭,대전,중구,용두동,36.330***,127.403***,0
3193,20200527,사철.영양탕,경기,안양시 만안구,석수2동,37.413***,126.903***,0
3194,20200527,사철.영양탕,대전,유성구,원내동,36.297***,127.317***,0
3195,20200527,사철.영양탕,충남,청양군 장평면,미당리,36.371***,126.931***,0
3216,20200527,설렁탕,경남,양산시 물금읍,범어리,35.331***,129.011***,0
3262,20200527,순대국밥,경기,수원시 영통구,영통동,37.244***,127.058***,0
3283,20200527,시락국밥,경남,김해시 진영읍,진영리,35.308***,128.735***,0
3303,20200527,야식,충남,공주시 ,옥룡동,36.454***,127.131***,0
3304,20200527,야식,대전,유성구,봉산동,36.438***,127.386***,0
3308,20200527,양식,부산,남구,용호동,35.126***,129.108***,0
3309,20200527,양식,서울,마포구,서교동,37.553***,126.920***,0
3310,20200527,양식,대전,유성구,전민동,36.404***,127.402***,0
3311,20200527,양식,충북,청주시 흥덕구,봉명동,36.607***,127.505***,0
3367,20200527,오리고기,부산,금정구,서1동,35.220***,129.099***,0
3416,20200527,육류.고기요리,경남,창원시 의창구,팔용동,35.260***,128.615***,0
3417,20200527,육류.고기요리,부산,사하구,신평2동,35.097***,128.959***,0
3418,20200527,육류.고기요리,경남,김해시 ,어방동,35.244***,128.905***,0
3419,20200527,육류.고기요리,대전,동구,가양1동,36.346***,127.444***,0
3420,20200527,육류.고기요리,경북,포항시 북구,장성동,36.065***,129.377***,0
3421,20200527,육류.고기요리,대구,동구,방촌동,35.876***,128.670***,0
3422,20200527,육류.고기요리,대구,중구,동인동1가,35.871***,128.602***,0
3505,20200527,일식,경기,시흥시 ,월곶동,37.388***,126.739***,0
3506,20200527,일식,경남,진주시 ,평거동,35.170***,128.064***,0
3507,20200527,일식튀김.꼬치,전남,여수시 ,봉계동,34.783***,127.694***,0
3508,20200527,일식튀김.꼬치,인천,남구,주안3동,37.448***,126.673***,0
3509,20200527,일식튀김.꼬치,전남,여수시 ,학동,34.759***,127.666***,0
3510,20200527,일식튀김.꼬치,경기,양평군 양동면,쌍학리,37.417***,127.755***,0
3642,20200527,족발.보쌈,광주,동구,산수동,35.153***,126.927***,0
3643,20200527,족발.보쌈,전남,목포시 ,상동,34.799***,126.428***,0
3644,20200527,족발.보쌈,경기,안산시 상록구,월피동,37.335***,126.846***,0
3645,20200527,족발.보쌈,대구,서구,중리동,35.856***,128.544***,0
3646,20200527,족발.보쌈,충북,단양군 매포읍,평동리,37.032***,128.303***,0
3682,20200527,죽전문점,경기,오산시 ,원동,37.146***,127.068***,0
3701,20200527,중국음식,충남,논산시 ,강산동,36.194***,127.088***,0
3702,20200527,중국음식,대구,달서구,이곡동,35.859***,128.503***,0
3703,20200527,중국음식,서울,중랑구,묵2동,37.607***,127.076***,0
3704,20200527,중국음식,대구,달서구,이곡동,35.859***,128.503***,0
3705,20200527,중국음식,서울,서초구,서초동,37.484***,127.021***,0
3706,20200527,중국음식,서울,서초구,서초동,37.484***,127.021***,0
3707,20200527,중국음식,경남,남해군 남해읍,아산리,34.843***,127.894***,0
3708,20200527,중국음식,대구,달서구,이곡동,35.859***,128.503***,0
3709,20200527,중국음식,서울,중랑구,묵2동,37.607***,127.076***,0
3710,20200527,중국음식,서울,중랑구,묵2동,37.607***,127.076***,0
3711,20200527,중국음식,경기,고양시 일산동구,마두동,37.653***,126.778***,0
3729,20200527,쭈꾸미요리,경기,수원시 장안구,율전동,37.297***,126.968***,0
3777,20200527,치킨,경북,고령군 대가야읍,쾌빈리,35.729***,128.267***,0
3778,20200527,치킨,제주,서귀포시 대정읍,하모리,33.221***,126.254***,0
3779,20200527,치킨,경북,고령군 대가야읍,쾌빈리,35.729***,128.267***,0
3780,20200527,치킨,충북,청주시 서원구,산남동,36.611***,127.470***,0
3781,20200527,치킨,인천,부평구,산곡동,37.492***,126.704***,0
3782,20200527,치킨,인천,부평구,부개2동,37.492***,126.741***,0
3783,20200527,치킨,경남,김해시 ,내동,35.236***,128.867***,0
3784,20200527,치킨,경기,고양시 일산서구,일산동,37.689***,126.771***,0
3785,20200527,치킨,인천,부평구,부개2동,37.492***,126.741***,0
3786,20200527,치킨,충남,서천군 서천읍,사곡리,36.080***,126.686***,0
3787,20200527,치킨,경기,이천시 마장면,해월리,37.209***,127.360***,0
3788,20200527,치킨,경기,수원시 권선구,호매실동,37.268***,126.951***,0
3789,20200527,치킨,경남,김해시 ,대청동,35.195***,128.802***,0
3790,20200527,치킨,충남,서천군 서천읍,사곡리,36.080***,126.686***,0
3791,20200527,치킨,경기,이천시 마장면,해월리,37.209***,127.360***,0
3792,20200527,치킨,경남,양산시 상북면,석계리,35.414***,129.059***,0
3793,20200527,치킨,경기,광주시 ,역동,37.405***,127.255***,0
3794,20200527,치킨,경기,오산시 ,금암동,37.176***,127.044***,0
3795,20200527,치킨,충남,당진시 송악읍,한진리,36.967***,126.779***,0
3796,20200527,치킨,전북,군산시 ,나운2동,35.968***,126.711***,0
3797,20200527,치킨,울산,중구,복산동,35.566***,129.333***,0
3798,20200527,치킨,경기,안성시 공도읍,만정리,37.002***,127.170***,0
3799,20200527,치킨,경기,고양시 일산서구,일산동,37.689***,126.771***,0
3800,20200527,치킨,대전,서구,갈마1동,36.344***,127.369***,0
3801,20200527,치킨,경북,구미시 ,인의동,36.095***,128.428***,0
3802,20200527,치킨,울산,동구,방어동,35.484***,129.433***,0
3808,20200527,카페,전남,무안군 일로읍,용산리,34.851***,126.503***,0
3809,20200527,카페,인천,남구,학익동,37.440***,126.668***,0
3810,20200527,카페,부산,서구,서대신동2가,35.110***,129.017***,0
3811,20200527,카페,대구,수성구,노변동,35.839***,128.699***,0
3812,20200527,카페,대구,중구,삼덕동2가,35.863***,128.605***,0
3813,20200527,카페,인천,남구,용현동,37.452***,126.637***,0
3814,20200527,카페,인천,부평구,부평6동,37.485***,126.723***,0
3815,20200527,카페,경남,밀양시 ,내이동,35.491***,128.750***,0
3816,20200527,카페-디저트,경기,고양시 일산서구,일산동,37.678***,126.765***,0
3817,20200527,칼국수,경북,경산시 ,정평동,35.830***,128.731***,0
3818,20200527,칼국수,강원,동해시 ,천곡동,37.518***,129.118***,0
3819,20200527,칼국수,경남,밀양시 ,내이동,35.498***,128.747***,0
3913,20200527,한식,경북,구미시 ,원평동,36.125***,128.342***,0
3914,20200527,한식,충북,청주시 청원구,주중동,36.692***,127.490***,0
3915,20200527,한식,충북,제천시 ,고암동,37.161***,128.229***,0
3916,20200527,한식,경남,거제시 ,고현동,34.888***,128.621***,0
3917,20200527,한식,전남,여수시 ,학동,34.764***,127.661***,0
3918,20200527,한식,제주,서귀포시 성산읍,고성리,33.450***,126.914***,0
3919,20200527,한식,전북,완주군 소양면,대흥리,35.884***,127.240***,0
3920,20200527,한식,강원,강릉시 ,포남동,37.771***,128.908***,0
3921,20200527,한식,전북,정읍시 ,수성동,35.581***,126.856***,0
3922,20200527,한식,광주,광산구,용봉동,35.074***,126.769***,0
3923,20200527,한식,대전,유성구,지족동,36.374***,127.319***,0
3924,20200527,한식,서울,양천구,신정4동,37.522***,126.861***,0
3925,20200527,한식,전남,광양시 광양읍,구산리,34.975***,127.576***,0
3926,20200527,한식,충북,청주시 서원구,사직동,36.637***,127.478***,0
3927,20200527,한식,울산,동구,동부동,35.540***,129.427***,0
3928,20200527,한식,강원,양양군 강현면,답리,38.120***,128.621***,0
3929,20200527,한식,제주,제주시 ,삼도1동,33.500***,126.521***,0
3930,20200527,한식,충북,괴산군 괴산읍,서부리,36.812***,127.790***,0
3931,20200527,한식,경남,진주시 ,하대동,35.188***,128.119***,0
3932,20200527,한식,충북,제천시 ,하소동,37.140***,128.199***,0
3933,20200527,한식,경기,광주시 초월읍,선동리,37.376***,127.318***,0
3934,20200527,한식,경남,진주시 ,상대동,35.181***,128.108***,0
3935,20200527,한식,부산,금정구,장전2동,35.225***,129.083***,0
3936,20200527,한식,전북,전주시 덕진구,인후동1가,35.825***,127.164***,0
3937,20200527,한식,전남,강진군 강진읍,남성리,34.639***,126.767***,0
3938,20200527,한식,강원,동해시 ,송정동,37.494***,129.126***,0
3939,20200527,한식,경남,남해군 남해읍,북변리,34.839***,127.894***,0
3940,20200527,한식,경기,용인시 처인구,양지리,37.236***,127.286***,0
3941,20200527,한식,전남,여수시 ,선원동,34.771***,127.652***,0
3942,20200527,한식,충북,청주시 흥덕구,운천동,36.652***,127.475***,0
3943,20200527,한식,서울,노원구,상계동,37.676***,127.054***,0
3944,20200527,한식,경남,진주시 ,상대동,35.183***,128.115***,0
3945,20200527,한식,경기,용인시 처인구,천리,37.192***,127.207***,0
3946,20200527,한식,제주,서귀포시 표선면,성읍리,33.390***,126.803***,0
3947,20200527,한식,경남,진주시 ,평거동,35.171***,128.065***,0
3948,20200527,한식,부산,금정구,금성동,35.242***,129.056***,0
3949,20200527,한식,충북,괴산군 연풍면,행촌리,36.764***,127.996***,0
3950,20200527,한식,경남,양산시 ,북부동,35.345***,129.037***,0
3951,20200527,한식,충남,서산시 ,동문동,36.790***,126.458***,0
3952,20200527,한식,경남,고성군 고성읍,대평리,34.990***,128.316***,0
3953,20200527,한식,충북,제천시 금성면,구룡리,37.062***,128.167***,0
3954,20200527,한식,경남,양산시 ,덕계동,35.370***,129.160***,0
3955,20200527,한식,경기,광주시 남한산성면,산성리,37.479***,127.184***,0
3956,20200527,한식,경북,구미시 고아읍,문성리,36.162***,128.348***,0
3957,20200527,한식,경남,남해군 남해읍,서변리,34.836***,127.893***,0
3958,20200527,한식,서울,서초구,양재동,37.479***,127.038***,0
3959,20200527,한식,경북,구미시 ,옥계동,36.139***,128.416***,0
3960,20200527,한식,경남,창원시 의창구,용잠리,35.278***,128.687***,0
3961,20200527,한식,전북,군산시 ,산북동,35.967***,126.678***,0
3962,20200527,한식,충북,단양군 단양읍,상진리,36.975***,128.362***,0
3963,20200527,한식,대구,달서구,송현2동,35.836***,128.555***,0
3964,20200527,한식,경남,창원시 성산구,중앙동,35.224***,128.679***,0
3965,20200527,한식,경남,김해시 ,대청동,35.195***,128.802***,0
3966,20200527,한식,전북,군산시 ,나운동,35.968***,126.696***,0
